Smiles,Standard Type,Standard Value,Standard Units
CC(=O)c1ccc(NC(=O)CSc2nc(=O)cc(N)n2-c2ccccc2)cc1,Potency,10000.0,nM
COc1cccc(NC(=O)NCc2ccccc2Cl)c1,Potency,12589.3,nM
CCCc1nnc(NC(=O)Nc2ccccc2OC)s1,Potency,22387.2,nM
Cc1cccc2c1-c1sc(C(=O)N3CCCCC3)cc1CO2,Potency,6309.6,nM
COc1ccc(C2CC2/C(=N/O)c2ccccc2)cc1,Potency,11220.2,nM
Cc1cc(Cl)ccc1OCc1nnc(-c2ccccc2C)o1,Potency,10000.0,nM
Nc1c(C(=O)Nc2ccccc2)sc2nc(N3CCOCC3)c3c(c12)CCCC3,Potency,12589.3,nM
CCN(CC)C(=O)c1cc(-c2ccc(Br)cc2)on1,Potency,7943.3,nM
O=C(Nc1ccc2c(c1)OCO2)c1ccc2sc([C@H]3C[C@H](O)[C@@H](CO)O3)nc2c1,Potency,8912.5,nM
O=C(Nc1nnc(-c2ccc(F)cc2)s1)c1ccco1,Potency,2818.4,nM
Cc1ccccc1Nc1nc2ccccc2s1,Potency,3548.1,nM
Cc1ccc(NC(=O)NCc2c(C)nn(C)c2C)cc1Cl,Potency,5011.9,nM
O=C(NC1CCCC1)c1cc(-c2ccccc2O)on1,Potency,2818.4,nM
CC(=O)c1sc(NC(=O)c2ccccc2C)nc1C,Potency,12589.3,nM
Cn1cc([N+](=O)[O-])c(C(=O)Nc2ccc3[nH]c(-c4ccccc4)nc3c2)n1,Potency,3981.1,nM
COc1ccc(-c2cc(-c3cc(F)ccc3O)[nH]n2)cc1OC,Potency,10000.0,nM
C/C(=N\NC(=O)c1ccccc1)c1ccc(N2CCCCC2)cc1,Potency,11220.2,nM
Cc1cc2nc(N)sc2cc1[N+](=O)[O-],Potency,12589.3,nM
Cc1cnc(C(=O)Nc2ccccc2F)cn1,Potency,5011.9,nM
O=C(CSC1=NCCS1)Nc1nc2ccccc2s1,Potency,8912.5,nM
CCOc1ccc2nc(NC(=O)CCC(=O)c3cccs3)sc2c1,Potency,1778.3,nM
Cc1ccc(NC(=S)NC(=O)C2CC2)c(C)c1,Potency,11220.2,nM
O=C(Nc1ccccc1Br)c1ccc(OC(=S)N2CCOCC2)cc1,Potency,7943.3,nM
Nc1nc(SCc2ccccc2)nc(O)c1-c1ccccc1,Potency,10000.0,nM
O=C(COC(=O)c1cc2ccccc2oc1=O)Nc1ccc(F)cc1F,Potency,10000.0,nM
Cc1ccccc1-c1nnc(SCc2ccccc2)o1,Potency,10000.0,nM
COc1ccsc1NC(=O)OCc1ccc(Cl)cc1,Potency,12589.3,nM
CCCCC(=O)Nc1cnc(NC(=O)c2ccco2)cc1C,Potency,11220.2,nM
O=C(N/N=C/c1ccncc1)c1cccs1,Potency,12589.3,nM
COc1ccc(C(=O)c2ccc(OC)cc2O)c(O)c1,Potency,10000.0,nM
CCCCCCOC(=O)NCC(O)c1ccccc1,Potency,2818.4,nM
COc1ccc(C2CC2/C(=N/OC(=O)c2cccs2)c2ccccc2)cc1,Potency,7079.5,nM
Cc1noc(C)c1C(=O)Nc1nc2ccccc2s1,Potency,6309.6,nM
c1cnc(SCCCOc2ccc3ccccc3c2)nc1,Potency,11220.2,nM
O=C(Nc1ccc(C(=O)O)cc1)/C(=C\C=C\c1ccccc1)NC(=O)c1ccccc1Br,Potency,10000.0,nM
COc1ccc(NCCc2ccccn2)cc1.Cl,Potency,12589.3,nM
Cc1nn(CCOc2ccccc2)c(=O)n1-c1ccc(F)cc1,Potency,12589.3,nM
N#Cc1ccccc1Oc1ccc(S(=O)(=O)N2CCCCC2)cn1,Potency,10000.0,nM
O=C(O)c1ccc(/C=N\Nc2ccccn2)cc1,Potency,2511.9,nM
CC/N=c1\scc(-c2ccco2)n1/N=C/c1ccc(OC)c(O)c1,Potency,6309.6,nM
O=c1oc2c(CN3CCOCC3)c(O)ccc2c2ccccc12,Potency,14125.4,nM
Cc1c(C(=O)c2ccccc2)oc2ccc3ccccc3c12,Potency,10000.0,nM
CC(C)COc1ccc(C(=O)Nc2ccc(SC(F)F)cc2)cc1,Potency,8912.5,nM
COc1c(C)cccc1C(=O)Nc1ccc(N2CCN(S(C)(=O)=O)CC2)cc1,Potency,3548.1,nM
Cc1[nH]c2ccccc2c1C(=O)/C(C#N)=c1/s/c(=C\c2ccccn2)c(=O)n1-c1ccc(Cl)cc1,Potency,2818.4,nM
O=C(Cc1cccs1)Nc1nc2c(s1)CCCC2,Potency,3981.1,nM
Cc1ccc(NC(=O)Nc2ccc3c(c2)OCO3)cc1F,Potency,891.3,nM
O=C(CSCc1ccccc1)N1CCN(c2ccccc2)CC1,Potency,11220.2,nM
COC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccc2c(c1)OCO2,Potency,3548.1,nM
CCOc1ccc(-c2cn(-c3ccc(OC)cc3)c(SC)n2)cc1,Potency,11220.2,nM
COC(=O)c1cccc(CN2C(=O)C(C)Sc3cc(Cl)ccc32)c1,Potency,5011.9,nM
CCOc1ccc(C(=O)Nc2ccc(Cl)cn2)cc1Cl,Potency,6309.6,nM
COc1cccc(C(=O)NC(=O)Nc2cc(C)on2)c1,Potency,7943.3,nM
Nc1nonc1-c1noc(N2CCCCC2)n1,Potency,10000.0,nM
COc1cccc(-c2csc(NC(=O)Oc3ccccc3)n2)c1,Potency,10000.0,nM
COc1ccc(CNC(=O)c2ccc(C(C)(C)C)cc2)cc1,Potency,3548.1,nM
Cc1ccc(C(=O)O/N=C(\N)c2cccnc2)cc1[N+](=O)[O-],Potency,11220.2,nM
CN(C)C(=O)c1cc(C(=O)c2ccc(C(F)(F)F)cc2)c[nH]1,Potency,10000.0,nM
O=C(c1ccc2nc(Cc3ccccc3F)oc2c1)N1CCCC1,Potency,5623.4,nM
Cc1nc(C(=O)Nc2ccccc2)sc1C(=O)Nc1ccccc1,Potency,2818.4,nM
Cc1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2Cl)nc1,Potency,1122.0,nM
COc1ccc(NC(=O)Nc2ccc3c(c2)CCC3)cc1,Potency,2511.9,nM
CC1CCCC(NC(=O)c2nnc(O)c3ccccc23)C1C,Potency,11220.2,nM
CCCc1nc2c3ccccc3ccn2c1Cc1ccccc1,Potency,11220.2,nM
COC(=O)c1ccc(NC(=O)Nc2ccc(F)cc2F)cc1,Potency,3162.3,nM
O=C(/C=C/c1ccc(Cl)cc1Cl)NCc1ccco1,Potency,11220.2,nM
COc1cccc(NC(=O)Nc2cccc(C)n2)c1,Potency,12589.3,nM
Cc1ccc(-c2nnc(-c3ccc4ccccc4c3)o2)cc1,Potency,4466.8,nM
O=C1OC(c2ccccc2)=C/C1=C/N1CCOCC1,Potency,12589.3,nM
CCN(CC)c1ccc(Nc2nc(-c3cccnc3)cs2)cc1,Potency,3981.1,nM
C/C(=N\NC(=O)c1ccc2ccccc2c1)c1cccnc1,Potency,10000.0,nM
COc1ccc2nc(N3CCCCC3)c(C#N)cc2c1,Potency,11220.2,nM
NC(=O)c1ccccc1NC(=O)CCc1ccccc1,Potency,11220.2,nM
O=C1OC(c2ccccc2)=N/C1=C\N1CCCCC1,Potency,7943.3,nM
CCOc1ccc(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1[N+](=O)[O-],Potency,3162.3,nM
CCCCc1ccc(-c2csc(/C(C#N)=C\c3ccco3)n2)cc1,Potency,10000.0,nM
Cc1cccc(OCCNc2ccc(C(F)(F)F)cc2[N+](=O)[O-])c1,Potency,3162.3,nM
O=C(Nc1ccc(NC(=O)C2CC2)cc1)c1ccco1,Potency,3162.3,nM
Cc1ccc(/C=C/c2ccc(O)nn2)cc1,Potency,4466.8,nM
Cc1nc2ccccc2nc1N/N=C/c1ccc(O)cc1,Potency,7943.3,nM
Cc1ccc(-c2nc(C#N)c(NCCc3ccccn3)o2)cc1,Potency,3548.1,nM
O=c1oc(Nc2cccc(Cl)c2)nc2ccccc12,Potency,7079.5,nM
CCOC(=O)c1cnc(Nc2nc3ccccc3o2)nc1CSc1nnc(C)s1,Potency,5011.9,nM
NC(=O)C1CCN(c2nc(-c3ccc4ccccc4c3)cs2)CC1,Potency,12589.3,nM
CCCc1cc(C(=O)NCCc2ccccc2)no1,Potency,3981.1,nM
Cc1nnc(SCc2ccccc2)nc1-c1ccccc1,Potency,11220.2,nM
CC(=O)Nc1ccc(-c2csc(Nc3ncccn3)n2)cc1,Potency,3548.1,nM
Cc1ccc(NC(=S)NC(=O)c2ccc(Br)o2)c(C)c1,Potency,3981.1,nM
CCc1ccc(-c2cnc3ccccc3n2)cc1NC(=O)CNC(=O)c1ccccc1,Potency,7943.3,nM
CCCOC(=O)c1ccc(NC(=O)C2CCCO2)cc1,Potency,11220.2,nM
Cc1ccc(NC(=O)/C(C#N)=C/c2cccs2)c(C)c1,Potency,3981.1,nM
COc1cccc(-c2cc(C(=O)N3CCCCC3C)no2)c1,Potency,2818.4,nM
Cc1cccc(C(=N)NOC(=O)C23CC4CC(CC(C4)C2)C3)c1,Potency,10000.0,nM
O=C(CCCc1ccccc1)N1CCN(C2CCCCC2)CC1,Potency,5011.9,nM
CCOC(=O)c1ccc(-c2nnc(-c3ccc(Cl)cc3Cl)o2)cc1,Potency,891.3,nM
O=C(NCCc1ccccc1)c1ccc(Cl)c([N+](=O)[O-])c1,Potency,3981.1,nM
CC(=O)Nc1cccc(NC(=O)c2ccc(COc3ccccc3)cc2)c1,Potency,2238.7,nM
Cc1ccc(NC(=O)c2cc(C)on2)cc1,Potency,5011.9,nM
CC(C)(C)C1CCC(=O)N(CCOc2ccccc2)CC1,Potency,12589.3,nM
COc1cccc2c1OCC(C(=O)Nc1nccs1)=C2,Potency,4466.8,nM
O=C(Nc1nnc(C2CCCCC2)s1)c1ccc(Br)s1,Potency,5011.9,nM
COc1ccc(C(CC(=O)c2ccccc2)S(=O)(=O)c2ccc(C)cc2)cc1,Potency,10000.0,nM
Cc1ccc2c(c1)C(=O)C(NC(=O)c1ccc(F)cc1)CS2,Potency,10000.0,nM
COc1ccc2cnn(-c3ccc(C)cc3)c(=O)c2c1OC,Potency,4466.8,nM
CN(c1cnn(-c2ccccc2)c(=O)c1Cl)n1cccc1,Potency,11220.2,nM
COc1ccccc1-c1nnc(NC(=O)CSc2nncn2C)s1,Potency,10000.0,nM
CCOC(=O)c1cc2cc(OC)ccc2[nH]1,Potency,5623.4,nM
O=C(Cn1nnc(-c2ccccc2F)n1)N1CCCCC1,Potency,8912.5,nM
O=C(c1cccs1)N1CCc2ccccc21,Potency,7943.3,nM
CC(=O)C(=CNc1cc(-c2ccc(C)cc2)nn1-c1ccccc1)C(C)=O,Potency,3981.1,nM
CC(C)n1nnnc1SCC(=O)N1N=C(c2cccs2)CC1c1cccs1,Potency,12589.3,nM
O=C(NC(=S)Nc1ccc2[nH]cnc2c1)c1ccccc1,Potency,3981.1,nM
Cn1c(CN2CCCC2)nc2cc(NC(=O)Nc3ccccc3)ccc21,Potency,11220.2,nM
Cc1ccc(NC(=O)Nc2ccc3c(c2)OCO3)c(Br)c1,Potency,1778.3,nM
Cc1cc(/C=C2/SC(=O)N(CC(=O)OC(C)C)C2=O)c(C)n1C,Potency,2511.9,nM
COC(=O)Nc1nnc(/C=C/c2ccc(OC)cc2)s1,Potency,11220.2,nM
COc1ccc(-c2noc(CSc3ccccc3)n2)cc1OC,Potency,11220.2,nM
O=C(NCc1ccccc1)c1ccc(-c2ccccc2F)o1,Potency,11220.2,nM
S=C(Nc1nc2c(s1)CCCC2)NC1CC1,Potency,6309.6,nM
COc1cc(OC)cc(-c2noc(-c3csc([C@H]4C[C@H](O)[C@@H](CO)O4)n3)n2)c1,Potency,3162.3,nM
Cc1ccc(Nc2nnc(-c3ccc4c(c3)OCO4)o2)c(C)c1,Potency,10000.0,nM
COC(=O)c1c(-c2cccnc2)csc1NC(=O)c1ccc2c(c1)OCO2,Potency,2238.7,nM
O=C(Cc1ccccc1)Nc1ccc(NC(=O)c2ccccc2)nc1,Potency,12589.3,nM
CC(=O)N(C)c1ccc(N=NC2C(=O)N(C(N)=S)N=C2C)cc1,Potency,3981.1,nM
Cc1cc([N+](=O)[O-])ccc1NC(=O)c1cc2ccccc2o1,Potency,7943.3,nM
O=C(O)c1ccccc1Nc1ccc([N+](=O)[O-])cc1,Potency,12589.3,nM
CC1CCCN(C(S)=NCCc2ccccc2)C1,Potency,10000.0,nM
C1=Nc2ccccc2CN1c1ccccc1.Cl,Potency,7079.5,nM
CC(CN1CCOCC1)OC(=O)c1ccc2c(c1)OCCO2.Cl,Potency,7943.3,nM
COc1cccc(CNC(=O)c2[nH]nc3ccccc23)c1,Potency,11220.2,nM
CC(C)(C)c1nnc(NC(=O)COc2ccc3c(c2)OCO3)s1,Potency,2511.9,nM
O=C(Nc1ccc(Cl)cc1Cl)C1=Cc2ccccc2OC1,Potency,10000.0,nM
CCS(=O)(=O)n1nc(-c2ccccc2)nc1SCc1ccccc1,Potency,3981.1,nM
COc1c2ccoc2nc2c(OC)cccc12,Potency,25118.9,nM
COC(=O)c1ccc(NC(=O)Cn2nnc3ccccc32)cc1,Potency,10000.0,nM
Cc1ccc(Nc2ncnc(-n3cccc3)n2)cc1Cl,Potency,6309.6,nM
COc1cc(/C=C/c2cc(C(=O)O)c3ccccc3n2)ccc1OC(F)F,Potency,2511.9,nM
Fc1cc(Br)ccc1COc1ccc(-c2nnco2)cc1,Potency,6309.6,nM
O=C(N/N=C/c1ccc2c(c1)OCO2)c1ccc2c(c1)OCO2,Potency,8912.5,nM
Cc1ccc(C(=O)Cc2cc3ccccc3oc2=O)c(C)c1,Potency,3981.1,nM
Nn1c(SCc2c(F)cccc2F)nnc1-c1ccccn1,Potency,5623.4,nM
CCCCCCn1cnc2c(oc3nc4c(cc32)CCCC4)c1=O,Potency,3548.1,nM
O=C(CSc1nnc(NC2CCCCC2)s1)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,Potency,4466.8,nM
COc1ccccc1CCNC(=O)c1nc(-c2cccs2)no1,Potency,3981.1,nM
Cc1ccc(NC(=O)C(=O)NCC2CCCO2)cc1,Potency,10000.0,nM
N=c1oc2ccccc2cc1C(=O)NC1CCCCCC1,Potency,4466.8,nM
Cl.Nc1ccc(Oc2cc(N)cc(Oc3ccccc3)c2)cc1,Potency,7079.5,nM
Cc1ccc(NC(=O)CCOc2ccccc2)cc1,Potency,7079.5,nM
CN1OC[C@@H]2CN[C@H](c3ccc(-c4cccc(F)c4)cc3)C[C@@H]21,Potency,11220.2,nM
CCN(CC)S(=O)(=O)c1ccc(-c2cn3ccc(C)cc3n2)cc1,Potency,3548.1,nM
Cc1cccc(NC(=O)c2cc(-c3cc(C)ccc3O)[nH]n2)c1,Potency,1584.9,nM
COc1ccc(Cc2nc3ccc(C(=O)NCC(C)(C)OC)cc3o2)cc1,Potency,10000.0,nM
O=[N+]([O-])c1ccc(-c2ccc(/C=N/O)o2)cc1,Potency,8912.5,nM
CN(C)c1ccc(/C=N/NC(=O)c2ccnn2C)cc1,Potency,12589.3,nM
O=C(Nc1ccc2ccccc2n1)C1CCCCC1,Potency,2818.4,nM
CC1(c2nnc(-c3cccc(Cl)c3)o2)CC(c2ccc(F)cc2)=NO1,Potency,11220.2,nM
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,Potency,14125.4,nM
Cc1ccc(NCc2nc3ccccc3n2C)cc1C,Potency,7943.3,nM
Cc1ccc(/N=C/c2sc(O)c3ccccc23)c(C)c1,Potency,3162.3,nM
c1ccc(CCNc2nc(-c3cccnc3)cs2)cc1,Potency,8912.5,nM
COc1ccc(C(=O)Nc2ccc(C(F)(F)F)n(C)c2=O)cc1,Potency,11220.2,nM
O=C(Cn1cc(C(F)(F)F)cc(Cl)c1=O)NCc1ccc(F)cc1,Potency,11220.2,nM
O=c1oc2ccccc2cc1-c1nc(-c2ccccc2)no1,Potency,12589.3,nM
COc1ccc(CNc2ccc([N+](=O)[O-])cn2)cc1,Potency,10000.0,nM
Cc1nc(NC(=O)c2oc3ccccc3c2C)sc1C(=O)N(C)C,Potency,12589.3,nM
Cc1cc(N2CCCCC2)nc(SCC(=O)c2ccccc2)n1,Potency,10000.0,nM
COc1ccc(C)c2s/c(=N\C(=O)c3ccc(C(C)=O)cc3)n(C)c12,Potency,794.3,nM
CCc1nnc(NC(=O)Nc2ccccc2OC)s1,Potency,6309.6,nM
COc1ccc(-c2csc(Nc3ncccc3C)n2)cc1OC,Potency,2818.4,nM
C/C(=N\NC(=O)c1nn(C)c(C)c1Br)c1ccc(NC(=O)C2CCCC2)cc1,Potency,5011.9,nM
CN(CC(=O)N1CCc2ccccc21)S(=O)(=O)c1cccs1,Potency,3981.1,nM
CCCc1nnc(NC(=O)c2cccc(OC)c2)s1,Potency,7079.5,nM
CC(=O)c1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCN(C)CC3)c2)cc1,Potency,11220.2,nM
C#CC(C)(C)NC(=O)c1ccc(-c2ccccc2F)cc1,Potency,12589.3,nM
CCOC(=O)c1cc(C(=O)Nc2ccc(C)c(F)c2)nn1C,Potency,10000.0,nM
OCCc1ccc(NCCc2cccs2)cc1,Potency,8912.5,nM
CC1CCCC(C)N1C(=O)c1cc(-c2cccs2)on1,Potency,15848.9,nM
O=C(CSc1ccccc1)Nc1ccc(NC(=O)c2ccco2)cc1,Potency,11220.2,nM
CCOCc1nnc(NC(=O)c2ccc(OC)cc2)s1,Potency,12589.3,nM
CCCCCOc1ccc(CN2CCOCC2)cc1Cl.Cl,Potency,8912.5,nM
CC(=O)Nc1nc(COc2ccccc2)cs1,Potency,10000.0,nM
O=C(c1cccs1)N1CCn2c1nc1ccccc12,Potency,2818.4,nM
CC(C)c1cc(C(=O)NC2CCCCC2)no1,Potency,8912.5,nM
Clc1ccc(-n2nnc(-c3cccnc3Cl)n2)cc1Cl,Potency,3981.1,nM
O=[N+]([O-])c1ccc(COc2cccc3cccnc23)cc1,Potency,11220.2,nM
Cc1ccsc1/C=C1\SC(N2CCOCC2)=NC1=O,Potency,11220.2,nM
Cn1c(C(=O)NCc2cccs2)cc2oc3ccccc3c21,Potency,12589.3,nM
O=C(Nc1ccccc1)Nc1ccc(Nc2ccccc2)cc1,Potency,3981.1,nM
CC(C)Oc1ccc(C(=O)NCc2cccs2)cc1,Potency,12589.3,nM
COc1ccc2cc(CCNC(=O)c3cccs3)c(O)nc2c1,Potency,2818.4,nM
COc1ccc2nc(Cl)c(/C=N/Nc3ccccn3)cc2c1,Potency,3162.3,nM
CCOc1ccc(-c2nc(C#N)c(NC3CC3)o2)cc1,Potency,10000.0,nM
CN(C(=O)CSc1nnc(-c2ccccc2F)o1)c1ccccc1,Potency,11220.2,nM
COc1ccc(CCNC(=O)c2cccs2)cc1,Potency,10000.0,nM
O=C(O)c1cnn(-c2nc(-c3ccc(Cl)cc3)cs2)c1C(F)(F)F,Potency,4466.8,nM
CN(Cc1c(F)cccc1Cl)C(=O)CNC(=O)c1cccs1,Potency,11220.2,nM
O=C(Cc1ccc(F)cc1)c1ccc(O)cc1O,Potency,12589.3,nM
O=C(CSc1nnc2ccccn12)c1ccc2c(c1)OCCO2,Potency,7079.5,nM
O=C(NCCC1=CCCCC1)c1cnc2n(c1=O)CCS2,Potency,8912.5,nM
Cc1ccc(NC(=O)N2CCC(c3ccccc3)C2)cc1C,Potency,2818.4,nM
COc1ccc(-c2c[nH]c(C(O)c3ccccc3)n2)cc1,Potency,12589.3,nM
Nc1cc(C2CCCC2)nn1-c1ccccc1,Potency,10000.0,nM
O=C(NCCc1ccccc1)C(=O)NC1CCCCC1,Potency,3981.1,nM
O=C(NC(=S)Nc1cccc2[nH]ncc12)c1ccccc1,Potency,10000.0,nM
O=C(CCc1ccccc1)c1ccc2c(c1)OCCCO2,Potency,3548.1,nM
CCOc1ccc(C(S)=NC2CCCCC2)cc1,Potency,10000.0,nM
COc1ccc(-c2csc(Nc3cccc(C)n3)n2)cc1OC,Potency,2818.4,nM
CC#CCCCC(=O)Nc1ccccc1C(=O)O,Potency,11220.2,nM
CCOC(=O)/C(C#N)=C/Nc1ccccc1OC,Potency,2238.7,nM
CCCC1(C)Nc2ccccc2-c2nc3ccccc3n21,Potency,8912.5,nM
CN(C(=O)c1cc(-c2ccc3c(c2)OCO3)on1)c1ccccc1,Potency,2818.4,nM
COc1cccc2cc(CC(=O)c3ccc(C)cc3C)c(=O)oc12,Potency,11220.2,nM
COn1c(-c2ccc(Cl)cc2)nc2ncccc21,Potency,7079.5,nM
Cc1cccc(C)c1OCc1cc(C(=O)N2CCC(C3CCCCC3)C2)no1,Potency,12589.3,nM
COc1ccc(N/N=C(\C#N)C(=N)N2CCCCC2)cc1,Potency,7943.3,nM
O=C(COc1ccccc1[N+](=O)[O-])Nc1ccc2c(c1)OCO2,Potency,10000.0,nM
O=C(N/N=C/c1ccccc1F)NC12CC3CC(CC(C3)C1)C2,Potency,5011.9,nM
NS(=O)(=O)c1cccc(NC(=O)CCSc2ccccc2Cl)c1,Potency,10000.0,nM
CC1CCC(NC(=O)CCNC(=O)c2ccc(Br)cc2)CC1,Potency,4466.8,nM
Cc1cc(C)nc(CCNC(=O)c2cc(COc3ccccc3)on2)n1,Potency,7943.3,nM
COC(=O)N/N=C\c1ccc(OC/C=C/c2ccccc2)cc1,Potency,7079.5,nM
CC(=O)c1ccc(NC(=S)NC(=O)CC(C)C)cc1,Potency,7943.3,nM
Cc1ccsc1/C=N/N=C/c1sccc1C,Potency,2238.7,nM
Cn1cc(-c2nc3ccccc3[nH]2)c2ccccc21,Potency,11220.2,nM
COc1ccc(C(=N)NOC(=O)Cc2cccs2)cc1,Potency,8912.5,nM
O=[N+]([O-])c1ccc(COc2ccccc2/C=N/O)cc1,Potency,10000.0,nM
Clc1ccc(OCCCN2CCCCC2)c(Br)c1.O=C(O)C(=O)O,Potency,10000.0,nM
Cc1ccc(NC(=O)NC2CCCCC2)cc1Cl,Potency,5011.9,nM
COc1cccc(C(=O)/N=c2\sc3cc(S(C)(=O)=O)ccc3n2C)c1,Potency,6309.6,nM
O=C(NCc1ccccc1)c1cc(-c2ccco2)on1,Potency,11220.2,nM
CC(=O)Oc1ccc(C(=O)Nc2nccs2)cc1,Potency,11220.2,nM
Nc1c(C(=O)Nc2ccc3c(c2)OCCO3)nnn1Cc1cccc(Cl)c1,Potency,3162.3,nM
O=C(CCNC(=O)c1ccc(Cl)cc1)NCCC1=CCCCC1,Potency,7943.3,nM
COc1ccc2sc(NCc3ccccc3)nc2c1,Potency,2818.4,nM
Cc1ccc(CNc2nc3ccccc3n2C)o1,Potency,3981.1,nM
COc1cccc(/C=N/Nc2nc3ccccc3[nH]2)c1OC,Potency,7943.3,nM
CCn1c(COc2ccc(OC)cc2)nc2ccccc21,Potency,11220.2,nM
C/C(=N\NC(=O)c1c(Cl)cnn1C)c1cccc(NC(=O)c2ccc(C)cc2)c1,Potency,6309.6,nM
Cc1nn(CC(=O)c2ccccc2Cl)c(C)c1[N+](=O)[O-],Potency,10000.0,nM
CCc1cccc(NC(=O)c2sc3nc4n(c(=O)c3c2C)CCC4)c1,Potency,12589.3,nM
O=C(Nc1ccccc1Cl)NC1CCCCCCC1,Potency,14125.4,nM
Cc1ccc2nc(-c3cccnc3)oc2c1,Potency,3162.3,nM
CCOC(=O)c1s/c(=N\C(=O)CCSc2ccccc2)n(C)c1C,Potency,10000.0,nM
CC(=O)c1ccc(NC(=O)c2cc(Cl)sc2Cl)cc1,Potency,3981.1,nM
c1cncc(CSc2ccc(-c3cccs3)nn2)c1,Potency,10000.0,nM
Cn1nc(C(=O)Nc2nc3ccccc3[nH]2)ccc1=O,Potency,7943.3,nM
Cc1cc(OCc2cc(C(=O)N(C)C(C)c3ccccn3)no2)cc(C)c1Cl,Potency,11220.2,nM
COc1ccc2ccccc2c1/C=N/Nc1cccc(C(=O)O)c1,Potency,3548.1,nM
Nc1c(C(=O)Nc2ccc3c(c2)OCCO3)nnn1Cc1ccc(F)cc1,Potency,8912.5,nM
CCOCCCNc1ccc(-c2ccccc2)nn1,Potency,2818.4,nM
N=C(NOC(=O)c1ccco1)c1ccc(Br)cc1,Potency,2511.9,nM
CC(C)(C)Nc1nc(Cl)nc(Nc2ccccc2)n1,Potency,11220.2,nM
COC(=O)c1c(C)[nH]c(C(=O)OCc2ccc(F)cc2)c1C,Potency,4466.8,nM
Cn1c(CCN2CCCCCC2)nc2cc(NC(=O)Nc3ccccc3)ccc21,Potency,7943.3,nM
CCCC(=O)Nc1ccc(C(=O)COC(=O)C2CC2)cc1,Potency,10000.0,nM
O=C(CSc1nc(-c2ccccc2)ns1)N1CCOCC1,Potency,3981.1,nM
Cc1cc(C(=O)COC(=O)c2ccc(Cl)c(S(N)(=O)=O)c2)c(C)n1C1CC1,Potency,11220.2,nM
N#Cc1ccccc1NC(=O)c1ccc2c(Cl)c3c(nc2c1)CCCC3,Potency,6309.6,nM
CCOc1ccc2c(c1)s/c(=N/C(=O)C1CC1)n2C,Potency,2818.4,nM
N#C/C(=C/c1ccc(N2CCCCC2)o1)C(=O)Nc1ccc(Cl)cc1,Potency,4466.8,nM
O=C(c1ccc(F)cc1)c1cnc(Nc2ccccc2)s1,Potency,1995.3,nM
Nc1nc2ccccc2n1/N=C/c1ccc2c(c1)OCO2,Potency,5623.4,nM
CCOc1cccc(C(=O)NC(=S)Nc2ccccc2)c1,Potency,11220.2,nM
CC(C)n1nnc(-c2ccc(OCc3ccccc3F)cc2)n1,Potency,4466.8,nM
O=C(Nc1ccc(F)cc1)c1ccccc1,Potency,11220.2,nM
OC(c1ccccc1)c1nc(/C=C/c2ccccc2)cs1,Potency,10000.0,nM
CCOc1ccc(NC(=O)c2ccc(NC(=O)COC(=O)c3ccc(NC(=O)CC#N)cc3)cc2)cc1,Potency,2818.4,nM
Cc1cc(OCc2cc(C(=O)N(C)Cc3ccccn3)no2)cc(C)c1Cl,Potency,11220.2,nM
Cc1ccc(OC(=O)c2ccc(S(=O)(=O)N(C)C)cc2)c(-n2nc3ccccc3n2)c1,Potency,12589.3,nM
CC1CC(C)CN(CC(=O)Nc2ccc3c(c2)OCCO3)C1.O=C(O)C(=O)O,Potency,12589.3,nM
O=C(Nc1ccc2c(c1)OCCO2)c1cccc(S(=O)(=O)N2CCOCC2)c1,Potency,10000.0,nM
COc1ccc(C2=Nc3cc(C)ccc3OC2)cc1,Potency,11220.2,nM
CC(C)(C)C(=O)c1cnc(Nc2ccccc2)s1,Potency,4466.8,nM
COc1ccc2oc(=N)c(C(=O)Nc3ccccc3Cl)cc2c1,Potency,4466.8,nM
O=C(CSc1ncccn1)NCc1cccc(Cl)c1,Potency,11220.2,nM
Cn1c(SCc2ccccc2)nnc1-c1ccc2c(c1)OCO2,Potency,6309.6,nM
COc1cccc(NC(=O)CC(=O)c2ccc([N+](=O)[O-])cc2)c1,Potency,11220.2,nM
COc1ccc(OCc2ccc(/C=N\NC(=O)c3sccc3C)o2)cc1,Potency,12589.3,nM
O=C(Cc1cccc2ccccc12)Nc1ccc2oc(-c3ccccc3)nc2c1,Potency,11220.2,nM
O=C(CSc1ccccc1)NC1CCCCCCC1,Potency,10000.0,nM
Cc1ccc(NC(=O)CCCC2CCCCC2)c(O)c1,Potency,12589.3,nM
Cc1cc(NCCCN)nc(-c2ccccc2O)n1,Potency,3548.1,nM
CCOc1ccc(N/C=C\C(=O)c2ccc3c(c2)OCO3)cc1,Potency,4466.8,nM
COc1ccc(C(=O)O/N=C(\N)c2ccc(OC)c(OC)c2)cc1,Potency,12589.3,nM
CC(/C=N/N1CCN(c2ccccc2)CC1)=C\c1ccco1,Potency,6309.6,nM
